QUEST_JOBSTEP_20150317_000345	Я думал, что это будет трудно, даже когда мы были с просьбой о поддержке. {nl}но теперь мы освобождены, что ты в поддержке.
QUEST_JOBSTEP_20150317_000346	Горцы и Peltastas' честь на кону. {nl}пожалуйста, помогите командир Uska.
QUEST_JOBSTEP_20150317_000347	Ходят слухи, что огромный монстр бродит вокруг кристалла Рудник 2-ой этаж. {nl}шахтах являются важной отрасли для Клайпеды поэтому мы не можем просто оставаться в стороне. {nl}
QUEST_JOBSTEP_20150317_000348	Поэтому, пожалуйста, проверьте алмазная Шахта' 2-й этаж и избавиться от источника слухи.
QUEST_JOBSTEP_20150317_000349	Безопасность жителей поселка находится на линии. {nl}пожалуйста, исследуйте это тщательно.
QUEST_JOBSTEP_20150317_000350	Я не могу поверить, что есть еще такая вещь левой...{nl}это облегчение, что никто не пострадал. {nl}мы должны рассмотреть вопрос о направлении в элитные войска, пока Рудник по добыче кристалла является стабильной.
QUEST_JOBSTEP_20150317_000351	В любом случае, благодарю вас за напряженную работу и отправить мою благодарность Горец Мастер. {nl}я благодарю Peltasta Мастер-когда я встречусь с ним в ближайшее время.
QUEST_JOBSTEP_20150317_000352	Хорошая работа. Теперь Pelatastas должен мне еще один.{nl}я буду вести вас, как Горец Мастер пообещал.
QUEST_JOBSTEP_20150317_000353	Кажется, я получить вашу помощь большое. {nl}пожалуйста, позаботьтесь о Клайпеде и в будущем.
QUEST_JOBSTEP_20150317_000354	Вы хотите узнать от меня. {nl}Alright, I'll accept you if you do me a favor.
QUEST_JOBSTEP_20150317_000355	Did the Peltasta Master send you? {nl}If it's about the shield, I already know.
QUEST_JOBSTEP_20150317_000356	Если мы не получим припасы, мы тогда не придется держать в залоге с Горцами. {nl}также, наше доверие будет нарушено.
QUEST_JOBSTEP_20150317_000357	Я должен был послать письмо с извинениями, но я не смог. {nl}там будет слово от клиента в ближайшее время, чтобы подождать некоторое время.
QUEST_JOBSTEP_20150317_000358	Сколько раз это происходило!{nl}я извиняюсь, но, пожалуйста, пойдите навстречу Флетчер Мастер и выяснить, что случилось.{nl}перейти оставшихся дерево Дейл.
QUEST_JOBSTEP_20150317_000359	Флетчер Мастер
QUEST_JOBSTEP_20150317_000360	Did you come from Klaipeda? {nl}You can't even if you rush it. Go back.
QUEST_JOBSTEP_20150317_000361	Did you not hear me? {nl}It will be a long time before it is your turn.
QUEST_JOBSTEP_20150317_000362	Я не был так зол, что с дерева взял мою мастерскую в небо {nl}4 лет назад на "Медис" Диена.
QUEST_JOBSTEP_20150317_000363	Did you get rid of it? That's great to hear. {nl}One less reason for the lazy Fedimian merchants.
QUEST_JOBSTEP_20150317_000364	Я смогу отправить остальные вещи скоро, как обещал. {nl}ты можешь вернуться сейчас. Мне нужно сконцентрироваться.
QUEST_JOBSTEP_20150317_000365	Я могу поддерживать хорошие отношения с Горцами с вашей помощью. {nl}я буду вести вас как Peltasta Мастер пообещал.
QUEST_JOBSTEP_20150317_000366	Я пошлю своего ученика к Горец Мастер так что не беспокойтесь об этом.
QUEST_JOBSTEP_20150317_000367	Это эмоциональное видеть, что есть кто-то готов учиться у такого человека, как я. {nl}хорошо, если вам вернут мои вещи, я научу вас навыкам Корсар.
QUEST_JOBSTEP_20150317_000368	Этот идиот помощник капитана взял все и бежал в Великий Собор.{nl}монстры могут иметь их. Я на это надеюсь.
QUEST_JOBSTEP_20150317_000369	Теперь это что-то! {nl}я научу вас навыкам Корсара, как и обещали.
QUEST_JOBSTEP_20150317_000370	Бороться со всем, что у тебя есть. Я покажу вам, как сражаться с мечом и щитом. {nl}помните, что все зависит от ваших способностей, могу ли я научить вас или вы пустыне.
QUEST_JOBSTEP_20150317_000371	Вы думаете иначе, даже если ваш лучший не достаточно??
QUEST_JOBSTEP_20150317_000372	У вас плохая привычка. Но это может быть изменено. {nl}я преподаю строго, поэтому вам лучше быть готовым.
QUEST_JOBSTEP_20150317_000373	Обучая вас навыкам не будет проблемой, пока вы делаете мне одолжение. {nl}
QUEST_JOBSTEP_20150317_000374	Я кое-что просил Мастер Флетчер, но новостей пока нет. {nl}я хочу чтобы ты проверил ее. Я больше беспокоюсь о человеке, чем вещь..
QUEST_JOBSTEP_20150317_000375	Did the Archer Master worry? I'm fine. {nl}If there's a problem, it's that the materials can't follow my crafting speed.
QUEST_JOBSTEP_20150317_000376	Ну он вспыльчивые так что... пожалуйста, береги его.
QUEST_JOBSTEP_20150317_000377	Я думаю, что это скоро закончится, если вы собираете хорошие камни от покаяния маршрут собора. {nl}около 150 сделаем, я дам тебе сумку для них.
QUEST_JOBSTEP_20150317_000378	Я бы хотел, чтобы было хорошо течет с материалами. {nl}это мой пожизненный пожелает.
QUEST_JOBSTEP_20150317_000379	A Golem? That's strange. {nl}Maybe the goddess helped.{nl}
QUEST_JOBSTEP_20150317_000380	Сделано. Взять его. {nl}передать привет мастер по стрельбе из лука.
QUEST_JOBSTEP_20150317_000381	Я как раз собиралась послать вам одно поручение. Извините за Големов. {nl}в любом случае, я буду оказывать вам мои навыки как и обещали.
QUEST_JOBSTEP_20150317_000382	Я не имею никакого бизнеса с тобой. {nl}я занят. Вернуться.
QUEST_JOBSTEP_20150317_000383	You came to me to learn the skill of a ranger right? {nl}I'll consider it if you do me a favor.
QUEST_JOBSTEP_20150317_000384	Я не могу понять, что в Evoniphons делают.{nl}я уверен, что это не что-то хорошее, но я даже не могу описать свои цели, это сводит меня с ума.
QUEST_JOBSTEP_20150317_000385	Поэтому они должны быть образцы. Этих будет достаточно хорош для нашей торговли. {nl}хорошо, я помогу тебе стать сильнее.
QUEST_JOBSTEP_20150317_000386	You want to learn my skills? {nl}I'll think about it if you get me the tree I'm looking for.
QUEST_JOBSTEP_20150317_000387	Монстры ведут неряшливые деревья, глядя на притворство перекрестка.{nl}когда вы бьете по ним, некоторые из них сделают четкие звуки. Принесите их мне. 
QUEST_JOBSTEP_20150317_000388	Ах, это верно. Просто бросить его где-то там. {nl}ничего сложного, поэтому я научу тебя, но если это мешает моей работе, {nl}тогда я перестану сразу.
QUEST_JOBSTEP_20150317_000389	Я не знаю, вы были бы в состоянии следовать даже, если вы хотите узнать от меня.{nl}я дам тебе задание. Найти монстра я прошу и победить его.
QUEST_JOBSTEP_20150317_000390	Keparis от Голодающего демона путь, Kodomors из разбросанных по лестнице и Dendens из фиолетового дерева неисправностей лес.{nl}конечно, я дам вам удочку.
QUEST_JOBSTEP_20150317_000391	Поскольку Вы выполнили миссию хорошо, я научу тебя об охотничьем пути. {nl}Хорошая работа.
QUEST_JOBSTEP_20150317_000392	Если вы мечтаете достичь более высокого уровня в качестве Wugushi, у меня есть задание для вас.{nl}в Grand коридор Великого собора, собрать специальный яд от Stoulets.
QUEST_JOBSTEP_20150317_000393	Иглу с лекарством, что я смешал в этой трубке.{nl}если бы вы могли ударить Stoulets с этим, вы сможете собрать яд.{nl}{nl}
QUEST_JOBSTEP_20150317_000394	Трудно отходим от прелести яда. Я один из них. {nl}я дам тебе знать, насколько привлекательным он слишком. Давайте начнем медленно из сегодня по.
QUEST_JOBSTEP_20150317_000395	Это ваше задание, чтобы найти скрытые монстры.{nl}расположение в фиолетовый лес.{nl}если вы хотите стать Скаутом, вы должны быть в состоянии сделать это. Вам так не кажется??
QUEST_JOBSTEP_20150317_000396	Никто не может совершенно скрыть от разведчиков. 
QUEST_JOBSTEP_20150317_000397	Это было легче сделать, чем я думал.{nl}большой. Я думаю, что это будет весело, чтобы научить вас. {nl}Приди ко мне в любое время вы хотите узнать от меня.
QUEST_JOBSTEP_20150317_000398	Я думаю, что ты достаточно хорош, чтобы быть принятым как своим учеником, но вы все равно должны быть проверены. {nl}я буду приветствовать Вас, если вы принесете оттиски из Lydis Schaffen это надгробие в богини Древней сад.
QUEST_JOBSTEP_20150317_000399	Это надгробие человека, что все лучники равняться. {nl}делать это хорошо настолько, что все Писания доступны для чтения.
QUEST_JOBSTEP_20150317_000400	Я имел обыкновение быть Schaffenstar назад в день.{nl}во всяком случае, я научу вас, мои навыки как и обещали.
QUEST_JOBSTEP_20150317_000401	Жулик Мастер
QUEST_JOBSTEP_20150317_000402	Если вы хотите узнать от меня, вы должны быть быстрыми.{nl}в Grand коридора в большой Собор, давайте приступим, превысив 5 монстров с дымовыми шашками. 
QUEST_JOBSTEP_20150317_000403	Сверхестественной быстротой-цветок жулики. {nl}стремительном движении смущает ваш ум.
QUEST_JOBSTEP_20150317_000404	Я думал, что это будет трудно, но ты создан для нее. {nl}я научу вас навыкам постепенно, чтобы лучше прогреть сначала.
QUEST_JOBSTEP_20150317_000405	Вам нужно показать свою храбрость, если вы хотите узнать от меня. {nl}используйте эту записку провоцировать монстров на покаяние маршрут. {nl}
QUEST_JOBSTEP_20150317_000406	Достаточно ли вы храбры, чтобы превратить вражеский клинок для вас, когда ваши союзники находятся в опасности??
QUEST_JOBSTEP_20150317_000407	Я могу представить их, полный гнева. {nl}ты выдержал испытание. Вы достаточно хороши, чтобы узнать от меня.
QUEST_JOBSTEP_20150317_000408	You want to learn from me? Then there's something you should do for me. {nl}Teach the Hackapell Master who believes that there's something in the world that can't be penetrated.
QUEST_JOBSTEP_20150317_000409	Копье является непревзойденным и непобедимым. {nl}я хочу видеть лицо бедного Shadowgaler когда он победил.
QUEST_JOBSTEP_20150317_000410	Если этот парень спросит, я буду с гордостью скажите ему, что наши квалифицированные Гоплит взял его вниз. {nl}объявлю вам в этом.
QUEST_JOBSTEP_20150317_000411	You want to learn from me? {nl}Then you have to pass a test. {nl}
QUEST_JOBSTEP_20150317_000412	Я слышал другие мастера посылают своих учеников на поражение Yekub в соборе. {nl}но вот что вы должны положить конец. Хожу сейчас.
QUEST_JOBSTEP_20150317_000413	Если у вас есть возможность узнать от меня, потом Yekub будет достаточно легко.
QUEST_JOBSTEP_20150317_000414	Я хочу видеть их лица, когда они дерутся в Yekub, что даже не существует. {nl}ладно, ты достаточно хорош.
QUEST_JOBSTEP_20150317_000415	You came here to learn the Formations of a Centurion?{nl}Then first I gotta find out if you're competent enough to command other people.
QUEST_JOBSTEP_20150317_000416	Вы можете встретить Colimencia когда вы идете в слоистых горных пород леса.{nl}Вы должны быть достаточно компетентным, чтобы победить ее, чтобы стать Центурионом.
QUEST_JOBSTEP_20150317_000417	Вы можете стать Центурионом. {nl}Вы узнаете, шаг за шагом, о Сотник образование отныне.
QUEST_JOBSTEP_20150317_000418	Оруженосцы сильны, но помощь наших партнеров, где мы блеск. {nl}используя веревку, чтобы сделать подключение атак с коллегами-союзниками {nl} - это нападение, которое заметно сильнее, чем любой другой атаки.
QUEST_JOBSTEP_20150317_000419	Это арест веревку.{nl}взять этот в святилище Великого собора и практика столько, сколько вы можете так, вы можете контролировать это хорошо.{nl}давайте поговорим об обучении от меня после этого.
QUEST_JOBSTEP_20150317_000420	Для того, для подключения атак, чтобы добиться успеха, никто не может сделать ни одной ошибки. {nl}, поэтому вам нужно упорно тренироваться.
QUEST_JOBSTEP_20150317_000421	How comfortable are you with it? {nl}I will teach you thoroughly as promised.
QUEST_JOBSTEP_20150317_000422	Я слышал, как монстр называется Biteregina продолжает угрожать людям на закате флаг лесу.{nl}, если вы победите его, я научу вас, мои навыки.
QUEST_JOBSTEP_20150317_000423	Так как я являюсь учителем, я должна также помочь другим людям, но я просто не хватает времени.{nl}в любом случае, как я и обещал вам, я научу вас, мои навыки.
QUEST_JOBSTEP_20150317_000424	Проходя через эти опасности могут быть хороший опыт.
QUEST_JOBSTEP_20150317_000425	В Peltastas просила помочь. {nl}мы ограничили войск, но мы также не можем отвергнуть Peltastas как мы уже залог с них.
QUEST_JOBSTEP_20150317_000426	Я хочу, чтобы вы помогли Peltastas и выполнить миссию.
QUEST_JOBSTEP_20150317_000427	Мы, Peltastas, получают щит поставки в качестве условия для содержания наших залоге с Горцами. {nl}щиты всегда были доставлены вовремя, но недавно поставки были сокращены. {nl}
QUEST_JOBSTEP_20150317_000428	Задать горцев, в чем проблема и если можно, пожалуйста, решить.
QUEST_JOBSTEP_20150317_000429	Если вы так говорите, выход есть.{nl}если Вы смогли победить Моа в Кристал Брук, который разрушил мою ингредиенты, я сдвинет твой черед впереди.
QUEST_JOBSTEP_20150317_000430	Я следую следы Evoniphons.{nl}последняя информация говорит, что они проверили что-то в соборе.{nl}
QUEST_JOBSTEP_20150317_000431	Идем в собор прямо сейчас и получите образец Мойя в жидкости. {nl}мы будем должны знать, что изучив его.
QUEST_JOBSTEP_20150317_000432	Я дам вам эту засветку, так как вы новичок. {nl}, она поможет вам найти монстров эффективно.
QUEST_JOBSTEP_20150317_000433	Яд представляет собой двустороннее лезвие, поэтому вы должны быть осторожны с ним. {nl}особенно если вы получаете палец отрезать при использовании яда..
QUEST_JOBSTEP_20150317_000434	Я полагаю, ты пришел, чтобы узнать что-то от меня, потому что у вас есть способности. {nl}, чтобы выиграть дуэль против меня.
QUEST_JOBSTEP_20150317_000435	Идите в свободную область выше лестницы и ждать. {nl}я буду там после окончания этого.
QUEST_JOBSTEP_20150317_000436	Ты быстрее чем кажешься. {nl}я научу вас, мои навыки от этого момента, так что приезжайте в любое время.
QUEST_JOBSTEP_20150317_000437	Я слышал Минотавр объявился. {nl}, если вы хотите узнать от меня, вы должны быть в состоянии выследить их без особых усилий.
QUEST_JOBSTEP_20150317_000438	Если ты не пошел, я бы пошел сам. {nl}я даю вам задание, так что тебе лучше быть благодарным за это.
QUEST_JOBSTEP_20150317_000439	Здорово. У вас есть мое признание. {nl}приходи в любое время если вы хотите научиться навыкам охотников.
QUEST_JOBSTEP_20150317_000440	С вашими способностями, в Reaverpede в одиноком рынке должно быть легко победить. {nl}если Вы не можете этого сделать, я не могу взять тебя к себе учеником рейнджера.
QUEST_JOBSTEP_20150317_000441	Я рад, что ты здесь. {nl}все сосредоточены там, но только у американских рейнджеров не отправляются.
QUEST_JOBSTEP_20150317_000442	Я слышал, вы были на шаг быстрее, чем Охотники. {nl}Хорошая работа. Я очень строгий учитель, так что вам лучше быть готовым.
QUEST_JOBSTEP_20150317_000443	Обучение вас навыкам разведчиков не сложно. {nl}но вы должны иметь возможность следовать ей, вам не кажется??
QUEST_JOBSTEP_20150317_000444	Ну ладно, тогда. {nl}Мертворожденные появился на дороге Ruklys но войска там должны помочь. {nl}это должно быть довольно удачной охоты материала.
QUEST_JOBSTEP_20150317_000445	Хорошая работа. Ты сделал лучше, чем я ожидал. {nl}приходи в любое время, если вы хотите узнать что-то.
QUEST_JOBSTEP_20150317_000446	So you want to learn Sapper skills from me? That's a good idea. {nl}I'm currently lacking materials for a new trap.{nl}
QUEST_JOBSTEP_20150317_000447	Поэтому вам нужно будет помочь мне с этим. {nl}Вы должны будете победить Rocktortuga в Ruklys Мемориал и принеси мне Мано натуральных камней.
QUEST_JOBSTEP_20150317_000448	Rocktortugas на Ruklys Мемориал. {nl}в Rocktortugas в других районах не дают Мано камни.
QUEST_JOBSTEP_20150317_000449	Ладно. Получил Мано камни..{nl}приходи в любое время, если вы хотите узнать, Саперные навыки.
QUEST_JOBSTEP_20150317_000450	You said you want to learn my skills?{nl}If you could bring me some burnable stones from Yonazolems' central district, I'll think about it.
QUEST_JOBSTEP_20150317_000451	Другими словами, это невозможно.
QUEST_JOBSTEP_20150317_000452	У вас неоправданно высокое мастерство. {nl}я бы приветствовал такой ученик, как вы. Я научу вас мои навыки.
QUEST_JOBSTEP_20150317_000453	Мы повышаем наш иммунитет, испытывая множество ядов.{nl}если Вы смогли выжить от яда Rajatoad в Центральном районе, затем я научу тебя, как управлять ядами, а также.
QUEST_JOBSTEP_20150317_000454	Был бы смысл если Wugushi отравлен и слабых??
QUEST_JOBSTEP_20150317_000455	Наше учение сурова, так что я надеюсь, вы понимаете. {nl}в любом случае, вы можете прийти в любое время, если вы хотите узнать.
QUEST_JOBSTEP_20150317_000456	Мне так стыдно за мои ученики губит всех комиссий. {nl}если вы делаете хорошую работу, я научу вас ссоры шутер навыки.
QUEST_JOBSTEP_20150317_000457	Это храм стрелок в центре улицы. {nl} даже мои ученики сбежали, когда он был прямо перед ними, поэтому подготовьте себя к ним.
QUEST_JOBSTEP_20150317_000458	Ты победил его. Сейчас я чувствую себя лучше. {nl}пришли на занятия в любое время. Я научу тебя всем сердцем.
QUEST_JOBSTEP_20150317_000459	Черный Всадник Мастер
QUEST_JOBSTEP_20150317_000460	If you want to be a Schwarzer Reiter, then answer this question.{nl}If you want to survive intense battles, what will you need?{nl}
QUEST_JOBSTEP_20150317_000461	Allies? Support? Supply? No, a sword and a gun would be enough for me.{nl}They are the only things that I can trust.
QUEST_JOBSTEP_20150317_000462	И еще одна вещь. Ненависть к своим врагам!{nl}если вы желаете заранее Шварцер Райтер, вы должны помнить, что ненависть.{nl}
QUEST_JOBSTEP_20150317_000463	Ведь вы не сможете продвигаться, пока вы били меня.{nl}Приди ко мне, когда вы готовы.
QUEST_JOBSTEP_20150317_000464	Похоже, что ваша удача закончилась. {nl}давайте начнем.
QUEST_JOBSTEP_20150317_000465	Я чувствую, я вижу мой младший себе в тебе. {nl}теперь, поскольку вы стали Шварцер Рейтер, сейчас мы зеркала друг для друга.
QUEST_JOBSTEP_20150317_000466	Мне нужно проверить, если вы квалифицированы, чтобы узнать мои способности. {nl}победив Sparnashorn справедливо для такого человека как вы, как вы думаете??
QUEST_JOBSTEP_20150317_000467	Я слышал Sparnashorn огромен, поэтому он проводит большую часть своего времени на земле а не в воздухе.
QUEST_JOBSTEP_20150317_000468	Я не ожидал, что вы победите его. Это очень хорошо. {nl}хорошо. Вы можете прийти в любое время вы хотите научиться навыкам.
QUEST_JOBSTEP_20150317_000469	Я слышал Минотавр показали на одиноко рынке.{nl}пожалуйста, принеси мне доказательство своей победы.
QUEST_JOBSTEP_20150317_000470	Я не знаю почему, но с какой-то точки во времени, много монстры начали появляться из окаменевшего города.{nl}я слышал другие мастера возникли проблемы из-за этого.
QUEST_JOBSTEP_20150317_000471	Вы хотите выйти на более высокий этап в жизни через призвание священнослужителей. {nl}я помогу вам достичь этого с помощью сервиса.
QUEST_JOBSTEP_20150317_000472	Есть много людей, ожидающих лечение, но не хватает лекарственных трав. {nl}пожалуйста Nicotia трав от сотника Мастер в Паломнический путь.{nl}
QUEST_JOBSTEP_20150317_000473	Это будет долгое путешествие. {nl}пусть благословение богини всегда быть с тобой.
QUEST_JOBSTEP_20150317_000474	Ах, клирик Мастер послал тебя. {nl}приятно познакомиться. Я Сотник Мастер.
QUEST_JOBSTEP_20150317_000475	К сожалению, мы вне Nicotia, что клирик Мастер просит. {nl}настоятельную просьбу так оно должно было быть использовано.
QUEST_JOBSTEP_20150317_000476	Но не волнуйтесь. {nl}Nicotias растут повсеместно, поэтому все будет хорошо, если вы просто возьми молодая поросль.
QUEST_JOBSTEP_20150317_000477	Nicotia не далеко отсюда. {nl}передать привет клирик Мастер.
QUEST_JOBSTEP_20150317_000478	Спасибо. Это поможет многим людям боль. {nl}богиня тоже будет рад, что вы достигли высшего уровня клирика.
QUEST_JOBSTEP_20150317_000479	Если вы хотите подойти как Krivis, потом идут и поклоняются богине статую в Fedimian. {nl}паломничество-это верный способ исполнять обязанности богини.
QUEST_JOBSTEP_20150317_000480	Принять предложение перед отъездом. {nl}священник и клирик Мастер Мастер даст вам предложения, необходимые для богослужения.
QUEST_JOBSTEP_20150317_000481	Ты уезжаешь в паломничество. {nl}я до сих пор помню, паломничество, когда я был молодым духовенства.
QUEST_JOBSTEP_20150317_000482	Вы можете чувствовать твое сердце наполняя верой, когда вы смотрите на статую богини в Fedimian.
QUEST_JOBSTEP_20150317_000483	Я могу дать вам предложения.{nl}но перед этим, я хочу попросить тебя об одолжении. {nl}
QUEST_JOBSTEP_20150317_000484	Жители жалуются на Rocktortuga дичает в Шяуляй Западный лес. {nl}я дам вам предложения, если вы победите этого монстра.
QUEST_JOBSTEP_20150317_000485	Богиня будет рада за твою милость.{nl}здесь принимают подношения. {nl}
QUEST_JOBSTEP_20150317_000486	Богиня будет рада за твою милость.{nl}я также хочу посетить Fedimian снова, если я мог.
QUEST_JOBSTEP_20150317_000487	Вы собираетесь в паломничество Fedimian.{nl}здесь принимают подношения.
QUEST_JOBSTEP_20150317_000488	Богиня статуя находится в центре Fedimian. {nl}он огромный и широкий, так что будьте осторожны, чтобы не заблудиться.
QUEST_JOBSTEP_20150317_000489	Существует интересная легенда о богине статую в Fedimian. {nl}если у вас есть возможность, то буду рад видеть его тоже.
QUEST_JOBSTEP_20150317_000490	Я чувствую, что вы полны богини благословения. {nl}Хорошая работа. Те благословения, которые приведут вас к более высокое место.
QUEST_JOBSTEP_20150317_000491	Are you coming from Fedimian? {nl}the Krivis Master is waiting for you.
QUEST_JOBSTEP_20150317_000492	Will you take on the vocation of Priest and follow the path of goddess? {nl}You can do so by getting rid of evil.
QUEST_JOBSTEP_20150317_000493	Злые силы приходят в голодающих демона путь в Fedimian. {nl}извлечь его личность из него и размазать его с именем богини.
QUEST_JOBSTEP_20150317_000494	Всем, кто следит за слова богини могут получить ее власть изгонять злых духов. {nl} но эта сила будет зависеть от глубины веры человека.
QUEST_JOBSTEP_20150317_000495	Молодцы. {nl}во имя богини, пожалуйста, судить зло в этом мире, чтобы они не смогли закрепиться.
QUEST_JOBSTEP_20150317_000496	Если вы хотите исследования об образе Бокоро, вы должны кое-что сделать для меня.{nl}пожалуйста, получите драгоценность от Krivis Мастер.
QUEST_JOBSTEP_20150317_000497	The Bokor Master sent you?{nl}So they have decided to dispose of that jewel.
QUEST_JOBSTEP_20150317_000498	Это будет очень опасно.{nl}Вы должны подготовить себя.
QUEST_JOBSTEP_20150317_000499	Взять его. Это драгоценный камень, который проклят порочного бытия.{nl}несколько священников пытаются справиться с этим, но они возникли трудное время.
QUEST_JOBSTEP_20150317_000500	Поскольку мы также любопытно, что, пожалуйста, вернись когда-нибудь потом.
QUEST_JOBSTEP_20150317_000501	У меня плохое предчувствие.{nl}я надеюсь, что ничего плохого не происходит...{nl}
QUEST_JOBSTEP_20150317_000502	Ты перенес его.{nl}но...блин.
QUEST_JOBSTEP_20150317_000503	Проклятие в этой жемчужине звонит туту здесь.{nl}, пока я выяснить, как справиться с этим проклятием, есть нечто, что вы должны делать.
QUEST_JOBSTEP_20150317_000504	Во-первых, скажите Krivis Мастер готовить панихиду.{nl}после этого, пожалуйста, идите на Восток Шяуляй лес и блок туту.
QUEST_JOBSTEP_20150317_000505	Что-то может произойти, когда сила проклятия становится сильнее.{nl}наша миссия состоит, чтобы остановить, что.
QUEST_JOBSTEP_20150317_000506	Да. В том, что драгоценный камень-это тот, который молодой священник из деревни подобрал.{nl}после того, как он принес этот камень, он страдал от ночных кошмаров, поэтому я сделал запрос в Бокоро Мастер.
QUEST_JOBSTEP_20150317_000507	Ладно в любом случае. Я буду готовиться к поминальной службе.{nl}не волнуйся и просто блокировать туту с Востока Шяуляй лес прежде чем дело дойдет до Клайпеды.
QUEST_JOBSTEP_20150317_000508	Эти вещи происходят потому, что мир находится в хаосе.{nl}богини должны печалиться об этом...
QUEST_JOBSTEP_20150317_000509	Я ловко расправился с ним из-за вашей помощи.{nl}как Бокоро, я могу ожидать, чтобы ты вырос с этого момента.
QUEST_JOBSTEP_20150317_000510	Ты победил, что туту. Молодцы.{nl}в результате, я могу подготовить поминальную службу без каких-либо проблем.{nl}
QUEST_JOBSTEP_20150317_000511	Возвращение в Бокоро Мастер быстро и скажи ей об этом.
QUEST_JOBSTEP_20150317_000512	Это хорошо, что вы изучаете навыки от меня, но я хочу, чтобы Вы также понимали важность ухода после этого.{nl}священники в Клайпеде просила помощи для статуи богини, как насчет этого??
QUEST_JOBSTEP_20150317_000513	Я хочу, чтобы вы получите парфюмированное масло используется для поддержания статуи первого.{nl}если вы спросите священников, они дадут его вам.
QUEST_JOBSTEP_20150317_000514	Это парфюмированное масло.{nl}поскольку Тесла слишком стар, я переживала, что моя просьба может быть слишком много, но я думаю, теперь все в порядке.{nl}
QUEST_JOBSTEP_20150317_000515	Это все у меня есть..{nl}я слышал Krivis Мастер также имеет некоторые.
QUEST_JOBSTEP_20150317_000516	Perfumed Oil? Ah, here it is.{nl}Please take care of the statue.
QUEST_JOBSTEP_20150317_000517	Пожалуйста, скажите Тесла, что я в порядке.
QUEST_JOBSTEP_20150317_000518	Встретить священника мастера тоже.{nl}сумма ароматических масел у вас может не хватить.
QUEST_JOBSTEP_20150317_000519	Вот задача, которую мы тебе доверили, так что если вам это нужно мы дадим вам. {nl}держи.
QUEST_JOBSTEP_20150317_000520	Даже если вы получаете парфюмированное масло от священника мастера, его может и не хватить.{nl}Вы должны проявлять большую осторожность с ним.
QUEST_JOBSTEP_20150317_000521	Объем парфюмированного масла у тебя вроде немного не хватает.{nl}поскольку Бокор Мастер также имеет некоторые масла, почему бы не пойти ему навстречу??
QUEST_JOBSTEP_20150317_000522	Perfumed Oil? we will definitely give it to you.{nl}Tesla told us that he doesn't need any pay for that, so we felt sorry about it.
QUEST_JOBSTEP_20150317_000523	Слишком плохо я не могу пойти с тобой, так как я не имею достаточно времени.
QUEST_JOBSTEP_20150317_000524	Статуи, которые мы доверили вам статую в Fedimian и статуи в Клайпеде.{nl}хорошо, тогда я рассчитываю на вас.
QUEST_JOBSTEP_20150317_000525	Если вы используете абсолютную власть богини, чтобы ваше путешествие Fedimian должно быть немного легче.
QUEST_JOBSTEP_20150317_000526	Молодцы.{nl}возврат к Тесла.
QUEST_JOBSTEP_20150317_000527	Это также задача Dievdirbys заботиться о работе, а не только создания произведения.{nl}не забывай об этом чувстве, если вы хотите узнать навыки Dievdirbys.{nl}{nl}о, ты вернулся уже. {nl}молодец. {nl}
QUEST_JOBSTEP_20150317_000528	Это также задача Dievdirbys заботиться о работе, а не только создания произведения.{nl}не забывай об этом чувстве, если вы хотите узнать навыки Dievdirbys.
QUEST_JOBSTEP_20150317_000529	Количество монстров увеличено на Голодающего демона путь, и они грозятся жители там.{nl}если вы хотите сделать шаг вперед, как истинный Садху, тогда поделитесь своими способностями.
QUEST_JOBSTEP_20150317_000530	Выполнение епитимии, не только для себя, но и быть добрыми к другим.
QUEST_JOBSTEP_20150317_000531	Как стать добрее к другим, вы достигаете высшего этапа.{nl}как Садху Мастер, я буду вести для Вас способом.
QUEST_JOBSTEP_20150317_000532	Во-первых, Паладин показывает, действуя, а не рассказывать.{nl}доказать свои религиозные убеждения богини на дуэли против меня.
QUEST_JOBSTEP_20150317_000533	Прежде всего, религиозная вера-это сила для нас, паладинов.{nl}Вы обладаете великих религиозных убеждений.{nl}
QUEST_JOBSTEP_20150317_000534	Вы прошли испытание.{nl}Вы должны быть готовы для меня, чтобы тренировать свой дух сильнее теперь.
QUEST_JOBSTEP_20150317_000535	Монах Мастер
QUEST_JOBSTEP_20150317_000536	Ваши религиозные убеждения подтвержден, когда у вас хорошо тренированное тело.{nl}я буду тестировать тебя.
QUEST_JOBSTEP_20150317_000537	Хорошо. Ваша религиозная вера очень сильная.{nl}я приму вас в качестве монаха. Вы должны быть готовы, поскольку наши тренировки очень тяжелые.
QUEST_JOBSTEP_20150317_000538	Извиняющий Мастер
QUEST_JOBSTEP_20150317_000539	Обычно лучший способ, чтобы быть принятым в качестве Извиняющий является содействие кучу денег.{nl}но, я думаю, что выполнение задания будет лучше для вас.{nl}
QUEST_JOBSTEP_20150317_000540	Пожалуйста, принеси мне огонь котелок.{nl}я слышал, что купцы в Fedimian видел.
QUEST_JOBSTEP_20150317_000541	Вау! Приветствую.{nl}тебе что-нибудь нужно??
QUEST_JOBSTEP_20150317_000542	Fire pot? I saw it at Crystal Brook. {nl}The Pardoner Master was looking for it as well. I guess he couldn't find it.
QUEST_JOBSTEP_20150317_000543	Ох, Извиняющий Мастер. {nl}там много он не знает...
